pitch,yaw,x,y,z,state
-69.44,-5.25,-889,-30,-155,0
-62.38,-5.56,-320,250,-1262,0
-72.75,-12.63,-147,-54,-411,0
-75.31,-4.69,-91,-139,-226,0
-68.37,-29.56,100,-237,-242,0
-61.38,-8.25,312,8,-192,0
-63.63,-2.62,-1495,-806,-1381,0
-65.06,2.75,379,-469,-626,0
-72.5,-2.37,87,100,-243,0
-76.94,-25.31,-881,-568,-547,0
-62,-8.38,267,-323,-336,0
-60.69,0.25,-229,7,-194,0
-64.94,-6.81,25,50,-517,0
-68.62,13.19,325,-5,-448,0
-75.94,13.44,0,-120,-374,0
-70.62,-17.44,144,-599,-460,0
-60.5,-9.13,295,-330,-403,0
-66.87,-6.75,-775,-270,223,0
-63.69,-1.12,-506,-176,-717,0
-71.87,-10.81,150,121,-316,0
-75.75,-3.25,-400,-40,-526,0
-65.94,-27.81,-59,233,-570,0
-60.19,-8.56,366,101,-167,0
-59.94,-1.81,477,-561,107,0
-58.63,4.75,673,-550,-474,0
-70.12,0.88,117,-159,-274,0
-72.81,-22.69,-151,-317,-599,0
-60.5,-13.56,83,-346,-435,0
-62.81,-2.69,-450,43,-324,0
-54.38,4.94,433,-65,-605,0
-66.75,-3.31,13,35,-509,0
-71.31,3.5,-105,26,-369,0
-67.31,-13.5,223,-419,-438,0
-56,-3.25,338,-343,-487,0
-61.25,0.88,-563,64,359,0
-62.44,6.5,-588,-83,-755,0
-69.5,-2.19,208,103,-343,0
-71.75,3.62,-380,138,-456,0
-63,-15.56,-102,189,-690,0
-55.63,0.37,357,145,-183,0
-55.63,6.5,-267,-527,-497,0
-60.31,8.88,408,-344,-614,0
-68.81,4.81,-43,-22,-298,0
-70.69,-10.75,-439,-536,-486,0
-58.06,-8.5,112,-303,-395,0
-62.75,1.44,-531,-27,-759,0
-54.81,2.56,126,153,-574,0
-67.5,-2,-165,199,-526,0
-69.31,9.63,-38,66,-403,0
-66.12,-12.19,44,-330,-399,0
-55.25,1.81,346,-225,-503,0
-61.19,5.75,-722,164,-177,0
-61.69,10.19,-468,-363,-622,0
-69.25,-2.06,144,88,-421,0
-72.19,-1.06,-369,18,-642,0
-63.5,-23.37,-352,214,-689,0
-57.75,-6.81,276,137,-193,0
-58.31,-2.94,-316,-376,-553,0
-59.75,1.56,379,-156,-585,0
-68.31,-2.69,-73,-22,-330,0
-70.31,-17.25,-169,-234,-487,0
-59.31,-16.87,-60,-263,-484,0
-60.5,-5.5,-63,-28,-442,0
-55.69,0.88,535,-228,-689,0
-66,-3.5,-46,133,-639,0
-70.5,-2.06,-63,-63,-368,0
-70,-26.06,-809,-402,-648,0
-56.63,-12.94,237,-44,-460,0
-61.69,-1.94,-520,-36,-523,0
-55.25,0.69,-149,637,-1058,0
-65.06,17.56,-415,732,-622,0
-61.38,32.63,-8,284,-504,0
-61.19,23.19,-280,7,-481,0
-51.13,32.19,189,221,-551,0
-54.06,50.63,-601,327,151,0
-53.88,65.87,-708,62,-677,0
-56.06,74.19,-29,323,-314,0
-51.63,77.75,-559,868,-651,0
-55.69,74.56,-190,676,-270,0
-50.44,74.69,113,441,-238,0
-52.06,83.5,-521,571,53,0
-51.25,79.19,137,529,-166,0
-54,84.12,-290,683,-126,0
-49.94,90.62,-381,417,-80,0
-58.25,86.31,-168,342,-187,0
-53.31,71.69,307,531,-95,0
-54.19,77.37,-540,440,837,0
-52.44,80.19,-175,306,-185,0
-53.81,89.94,-194,658,-12,0
-48.31,87.94,-495,473,-158,0
-58.69,80,-217,674,-305,0
-58.25,72.56,107,482,60,0
-57.63,75.87,-104,160,-90,0
-55.25,94.06,-263,550,-233,0
-47.56,104.31,-267,541,25,0
-52.88,102.69,-425,305,-105,0
-60.13,85.19,200,298,-6,0
-59.88,82.44,-263,695,-270,0
-58.94,89.44,-60,384,-298,0
-53.56,107,-109,605,15,0
-50.63,103.12,-410,384,-243,0
-58.81,97.06,-56,625,7,0
-56.25,72.81,203,690,-95,0
-57.69,78.25,-1168,676,-71,0
-55.38,85.94,-174,261,-190,0
-55.56,85.75,-51,892,-44,0
-53.69,87.5,-403,613,-398,0
-59.63,77.94,-318,830,-300,0
-53.56,75.69,283,473,141,0
-55,83.5,-979,630,-563,0
-53.38,99.87,-285,-160,-122,0
-52.13,98.56,-319,499,81,0
-56.75,100.56,-363,434,-122,0
-55.94,81.56,205,424,28,0
-54.88,86.75,-792,526,-279,0
-54.69,80.06,26,672,-59,0
-54.31,96,-206,648,-40,0
-49.94,97,-446,752,-16,0
-58,96.12,-445,35,-192,0
-54.19,77.12,420,392,-12,0
-55.44,84.56,-321,750,601,0
-55.75,88.56,-401,277,-168,0
-55,92.06,-77,741,-35,0
-51.88,90.31,-312,612,-454,0
-60.31,77.56,-178,963,-285,0
-54.13,75.87,156,625,137,0
-54.31,79.87,161,-77,107,0
-54.44,90.31,283,313,-138,0
-50.44,94.94,-271,442,0,0
-58,98.06,-562,152,-51,0
-55.06,81.37,194,209,38,0
-55.06,91.75,-684,536,-187,0
-55.13,85,-157,648,-185,0
-54,95.94,-162,481,49,0
-49,96.81,-437,657,-26,0
-57.44,93.31,-215,418,-59,0
-54.31,76.5,343,568,2,0
-55.19,82.75,-172,857,678,0
-54.94,91.06,-206,213,-59,0
-53.19,91.62,-33,574,49,0
-51.88,90.56,-606,472,-417,0
-59.38,78.81,-235,688,-351,0
-54.06,74.19,49,525,129,0
-54.13,78.37,173,-152,216,0
-53.69,87.06,-32,465,-129,0
-51.63,90.56,-188,605,43,0
-49.88,77.69,-27,536,-141,0
-54.69,77.37,233,412,-117,0
-52.31,77.75,-294,637,182,0
-53.31,84.87,392,398,-69,0
-51.81,94.75,-119,587,-13,0
-48.75,97.06,-465,619,19,0
-56.81,99.44,-979,243,-178,0
-57.5,84.75,202,530,-33,0
-56.94,90.19,-586,668,285,0
-58,94.5,359,284,-257,0
-54.81,113.56,-40,569,102,0
-49.38,112.06,-485,568,-50,0
-58.13,97.56,127,408,70,0
-56.44,75.37,259,703,-15,0
-57.69,83.69,-717,652,126,0
-55.38,86.62,-225,296,-140,0
-54.56,90.31,-20,787,-4,0
-53.19,88.87,-475,585,-461,0
-60.06,77.56,-165,816,-288,0
-54.38,77.12,55,584,163,0
-54.56,82.75,-173,-586,67,0
-55.63,88.81,221,514,-84,0
-52.69,94.19,-235,546,-24,0
-57.5,93.69,-203,441,-131,0
-57.94,78.62,19,381,7,0
-56.31,86,-604,552,-183,0
-55.94,77.31,554,470,-159,0
-55.56,89.94,-76,531,-85,0
-51.19,92.56,-295,453,-78,0
-51.94,75.19,-134,340,-41,0
-51.31,74.31,410,398,-56,0
-52.44,85.44,-777,535,456,0
-52.69,83.19,-125,518,-416,0
-52.44,93,-146,579,21,0
-48.5,93.81,-765,450,-24,0
-55.63,86.94,-127,306,47,0
-51.81,75.81,156,736,58,0
-53.31,81.75,-970,619,-106,0
-52.63,89.37,-279,164,-176,0
-51.31,92.56,-163,765,5,0
-50.81,90.69,-148,613,-178,0
-56.19,81.44,-141,711,-141,0
-51.94,81.19,-60,553,84,0
-51.63,81.56,486,103,82,0
-51.63,90.56,120,505,-161,0
-48.5,94.62,-397,573,14,0
-50.94,79.25,-307,412,-147,0
-52.94,79.37,-25,353,-41,0
-51.44,83.44,-588,518,33,0
-52.13,83.31,-223,641,-322,0
-52.69,92.25,-136,542,29,0
-48.75,95.12,-654,499,-7,0
-54.5,88.87,-183,543,-48,0
-51,78.75,206,586,-14,0
-51.81,86.75,-438,497,404,0
-54.44,81.62,50,471,-395,0
-52.75,87.5,-72,488,-7,0
-50.38,80.81,-540,500,44,0
-49.19,64.12,-217,419,118,0
-47.06,56.44,196,495,-96,0
-51,61.69,-733,500,469,0
-54.06,69.81,-126,424,54,0
-53.38,98,-123,682,1,0
-49.63,98.62,-524,638,-322,0
-57.88,92.12,35,575,-130,0
-55.31,79.87,-32,510,232,0
-58.13,84.75,-174,169,260,0
-56,92.62,171,432,-98,0
-53.94,93.5,-212,669,131,0
-56.5,89.19,205,567,-50,0
-58.75,76.19,10,425,-80,0
-56,80.25,-398,732,86,0
-56.31,81.75,348,522,-153,0
-55.75,85.81,-81,664,-19,0
-51.56,93.81,-195,464,9,0
-59.69,88.31,-546,417,-291,0
-55.5,75.12,266,405,-59,0
-56.13,86.5,-890,439,393,0
-56.31,79.75,64,863,-247,0
-56.5,92.37,-225,541,-31,0
-51.5,91.56,-438,630,-85,0
-61.25,81.87,-67,682,-24,0
-55.31,74.94,278,619,93,0
-56.5,81.75,-876,767,-168,0
-55.44,88.44,-267,229,-129,0
-54.75,86.69,-153,655,12,0
-53.75,86.62,-261,556,-368,0
-60.69,81.62,-237,680,-125,0
-56,75.19,-72,485,132,0
-57.5,77,540,262,23,0
-57.44,86.37,107,641,-142,0
-54,88.75,-239,471,-46,0
-58.19,77.87,-366,347,-75,0
-57,73.19,304,378,18,0
-56.38,80.81,-640,589,-231,0
-56,72.5,308,766,-324,0
-57.06,86.31,-230,701,-160,0
-52.19,90.37,-375,561,-109,0
-56.06,76.94,-34,254,-65,0
-53.56,72.81,433,294,-72,0
-54.94,81.12,-70,688,733,0
-55.19,82.12,-86,515,-331,0
-55.75,90.87,-177,712,-53,0
-52.94,87.94,-498,537,-115,0
-61,76.87,-127,544,-244,0
-54.13,71.69,292,439,137,0
-54.44,76.94,-959,459,-609,0
-52.13,80.69,-131,300,-91,0
-54.06,86.75,-242,766,-60,0
-53.69,84.19,238,479,-192,0
-57.5,78.37,-33,461,-104,0
-55.19,77.12,-452,582,73,0
-54.81,77.25,595,286,-4,0
-57.44,83.12,190,729,-125,0
-53.56,89.06,-202,529,-65,0
-59.44,84.69,-210,415,-138,0
-57.25,72.44,147,292,-38,0
-55.69,76.5,-367,539,-144,0
-54.69,74.06,-26,541,-318,0
-55.25,84.31,-109,530,-105,0
-51.94,87.56,-254,353,-117,0
-60.56,89.62,-876,73,-332,0
-55.31,70.44,249,280,-76,0
-56.5,78,-657,569,18,0
-56.25,77.5,-172,674,-242,0
-56.38,87.81,-45,512,-78,0
-52.31,88.94,-403,587,31,0
-59.69,83.12,-137,506,-8,0
-53.69,70.94,268,585,-44,0
-56.75,73.37,-113,907,453,0
-56,88.19,-194,271,-216,0
-48.31,91.75,-207,536,-102,0
-51.31,92.5,-773,759,-441,0
-54.38,85.81,-145,571,-245,0
-49.75,84.56,-169,557,0,0
-49.88,85.87,166,481,1,0
-49.06,96.19,-26,471,-188,0
-47.63,94.31,-263,383,-175,0
-51.5,90.81,-433,209,-186,0
-53.25,80.19,98,517,-77,0
-48.38,85.81,-934,-296,-323,0
-47.81,74.31,54,521,-255,0
-50.81,87.12,-76,486,-86,0
-46.31,89.25,-586,703,-82,0
-54.25,82.75,-246,458,-70,0
-48,76.06,287,486,148,0
-48.56,82.19,-967,-293,-777,0
-49.19,87,146,301,-130,0
-47.69,89.44,-289,595,-57,0
-52.06,88.81,-349,352,-223,0
-52.5,75.69,32,421,-93,0
-50.38,81.5,-697,494,-201,0
-49.56,78.37,343,498,-157,0
-50.69,87.06,-127,630,-131,0
-46.25,87.75,-388,550,-133,0
-54.75,86.31,-870,349,-420,0
-49.38,73.5,269,464,-85,0
-48.94,86.06,-653,466,653,0
-49.19,86,-291,435,-233,0
-48.38,92.81,-222,665,-76,0
-46.31,93.5,-309,481,-415,0
-52.94,86.81,-448,382,-182,0
-48.06,84.69,-94,539,-46,0
-48.19,84.31,612,587,-135,0
-48.81,97.94,-63,639,-49,0
-43.94,103.37,-317,467,33,0
-51.25,110.25,-769,162,-76,0
-52.13,89.56,314,416,137,0
-51.69,94.81,-749,401,284,0
-53.13,93.75,-132,460,-239,0
-51,103.31,-5,491,164,0
-45.56,104.87,-715,515,109,0
-54.75,96.06,-262,737,90,0
-51.63,85.12,-14,854,128,0
-52.44,91,-886,218,-112,0
-52.44,96.44,-110,346,0,0
-50.38,98.94,-227,735,110,0
-49.56,95.5,-336,647,-183,0
-54.44,88.81,-182,390,-21,0
-48.75,88.62,-537,532,98,0
-52.25,94.5,231,-135,0,0
-48.63,98.81,-103,512,-90,0
-45.56,102.37,-371,444,30,0
-53.38,94.56,-256,453,-30,0
-56,85.94,146,461,15,0
-54.5,91.44,-489,447,67,0
-53.5,96.19,132,305,-245,0
-50.75,100.87,-101,572,-37,0
-49.19,96.56,-433,581,-171,0
-54.5,89.62,-284,511,-313,0
-56.69,89.19,145,551,9,0
-59.69,94.62,-595,362,-540,0
-58.38,96.31,-76,436,-167,0
-52.81,102.06,-64,486,30,0
-51.19,94.69,-235,687,-224,0
-55.69,85.44,10,370,-180,0
-51.5,85.87,-246,555,0,0
-51.63,85.37,751,115,161,0
-51.38,97.75,62,449,45,0
-47,100.62,-220,516,126,0
-55.69,105.56,-980,187,-205,0
-52.5,82.5,343,375,36,0
-53.19,92.81,-833,630,510,0
-53.19,85.62,0,697,-396,0
-52.56,98.94,-295,528,33,0
-46.56,99.56,-503,608,0,0
-55.25,94.19,69,295,131,0
-52,82,330,479,45,0
-53.38,86.31,-354,856,388,0
-52.81,93.44,-540,139,-45,0
-51.69,96.69,-130,797,21,0
-50.94,93.25,-85,650,-239,0
-57.81,81.12,-1,880,-253,0
-52.75,84.06,-54,488,217,0
-52.25,83.94,117,-48,228,0
-53.44,92.56,228,448,-110,0
-49.19,95.31,-298,438,-21,0
-55,94.25,-361,458,-85,0
-54.25,81,79,332,10,0
-52.94,87.44,-783,470,30,0
-53.19,84.06,-225,695,-178,0
-52.88,98.56,-364,714,-45,0
-48,99.25,-552,569,11,0
-58.38,91.62,-95,730,84,0
-53.75,81.37,341,654,139,0
-55.94,87.75,-779,607,-114,0
-53.19,94.25,-213,116,-131,0
-52.44,93.94,-88,931,76,0
-50.44,95.62,-131,614,-247,0
-58.44,82.56,-80,943,-145,0
-53,85.5,-128,441,113,0
-52.56,84.37,689,204,163,0
-53.94,94.06,211,482,-76,0
-49.06,98.56,-309,503,17,0
-57.25,103,-604,114,-117,0
-55.13,83.25,176,192,-21,0
-55.19,96.25,-987,422,40,0
-55,86.44,91,641,-35,0
-53.88,100.44,-274,520,17,0
-47.94,98.75,-525,387,50,0
-56.5,90.44,151,327,90,0
-52.31,82.06,237,535,222,0
-52.75,87.12,-253,-511,149,0
-53.13,92.75,344,343,-55,0
-48.88,96.12,-294,509,-20,0
-56.13,102.5,-580,247,22,0
-55.69,84.25,239,465,61,0
-54.44,96,-881,192,-106,0
-54.5,88.06,-13,613,-34,0
-52.19,101.25,-146,395,67,0
-47.75,99.19,-614,579,9,0
-56.88,92,230,449,87,0
-53.63,82.12,376,557,105,0
-55.25,88.12,-837,632,-394,0
-53.56,97.81,-137,-48,-80,0
-51.75,97.25,-218,637,102,0
-52.44,99.12,-46,512,-230,0
-58.25,85.37,7,547,-36,0
-54.38,89.69,-201,515,-33,0
-53.75,81.69,831,185,-32,0
-54.44,94.31,-32,619,-69,0
-48.81,97.31,-307,432,-53,0
-57.31,101.87,-1067,-86,-228,0
-54.69,78.75,475,594,-23,0
-54.56,94.62,-894,396,435,0
-54.5,88,-136,691,-377,0
-52.63,98.69,-235,524,18,0
-47.81,96.19,-544,562,-6,0
-57.31,84,47,626,80,0
-52.75,80.25,214,591,76,0
-55.13,89.31,-791,450,-355,0
-53.19,98.5,-257,47,-73,0
-51.19,97.25,-104,786,71,0
-50.69,96.06,20,732,-117,0
-57.38,84.81,55,592,-111,0
-53.31,90.81,-283,546,-16,0
-53.06,84,925,296,-54,0
-52.75,97.44,170,484,-40,0
-46.81,100.25,-361,493,-35,0
-55.81,106.31,-1367,-99,-386,0
-54.44,83.69,425,388,45,0
-54.13,95.94,-947,475,564,0
-54.38,95.12,-334,274,-83,0
-51.81,102,-117,411,74,0
-48.19,98.75,-619,597,-34,0
-58.38,89.81,-75,785,-73,0
-53.5,87.19,226,515,298,0
-54.75,93.19,-801,-250,-280,0
-52.94,98.62,285,203,-41,0
-49.75,96.94,-343,801,119,0
-53.44,97.5,-181,601,-66,0
-56.63,84.81,41,333,45,0
-54.19,94.06,-600,596,38,0
-54.31,85.81,236,661,-102,0
-53.06,98.81,-155,705,-38,0
-47.44,97.75,-358,540,-1,0
-57.06,102.62,-876,-174,-313,0
-55.44,81.19,437,323,60,0
-55,96.56,-787,442,720,0
-54.31,96.06,-524,282,-29,0
-52,99.44,-62,831,85,0
-48.13,98.31,-598,544,-180,0
-57.38,85.37,0,820,-170,0
-53.31,84.5,278,624,272,0
-54.25,92.25,-1065,-336,-577,0
-54.19,97.31,335,345,-51,0
-49,97.12,-302,727,-3,0
-56,101.25,-434,227,7,0
-56,83.87,334,447,50,0
-54.56,96.25,-920,465,49,0
-55,87,-173,831,-295,0
-52.94,101.37,-320,626,99,0
-47.75,101.94,-541,440,66,0
-57.75,97.75,-205,494,164,0
-54.69,87.31,307,487,100,0
-55.5,94.25,-835,519,-136,0
-53.75,100.19,-292,157,-65,0
-51.13,99.56,-200,937,105,0
-51.44,100.06,-39,621,-65,0
-59.44,86.56,-40,602,-33,0
-55.69,91,-47,525,31,0
-54.94,84,1040,181,33,0
-55.25,97.81,105,734,-67,0
-48.88,99.5,-398,593,34,0
-57.38,103,-1114,34,-312,0
-55.69,80.81,390,424,-1,0
-55.94,93.37,-818,383,491,0
-55.56,86.62,-333,564,-250,0
-53.75,96.37,-247,558,-12,0
-49.38,95,-609,538,-55,0
-59.44,85.81,-1,792,14,0
-54.38,83.06,310,522,172,0
-55,89.31,-656,-127,-225,0
-53.81,96.56,346,129,-39,0
-50.63,97.37,-262,569,145,0
-54.69,93.56,-141,505,-131,0
-57.56,84.19,178,199,13,0
-55.75,97.5,-1137,510,423,0
-56.19,87,-65,793,-371,0
-53.25,102.19,-268,486,50,0
-48.63,100.62,-474,413,-43,0
-60,92.37,6,734,0,0
-56.25,86.94,393,452,149,0
-56.81,92.12,-962,267,-584,0
-55.63,97.12,118,92,-4,0
-51.25,99.56,-138,632,115,0
-53.25,100.81,-172,492,-121,0
-60.25,90,-127,396,-18,0
-56.44,94.37,-334,384,284,0
-55.63,83.19,609,503,-119,0
-55.31,98.5,-19,619,-53,0
-48.19,99.25,-303,495,59,0
-56.75,109.37,-1199,-197,-157,0
-56.88,86.87,490,435,86,0
-56.19,102.19,-1118,440,418,0
-56.75,92.56,-196,659,-343,0
-53.63,106.19,-309,502,45,0
-48.31,102.44,-651,595,-49,0
-59.19,98.69,87,507,114,0
-57.38,88.81,399,531,154,0
-56.81,96.06,-1104,88,-830,0
-55.94,102.94,54,88,-16,0
-50.94,101.87,-158,642,170,0
-55.81,105.31,-422,217,-100,0
-60.19,85.06,245,602,32,0
-57.81,94.5,-659,567,-42,0
-56.38,81.69,191,556,-143,0
-56.25,96.19,-265,563,-55,0
-51.19,92.19,-412,628,-32,0
-61,86.94,-4,310,78,0
-57.5,77.5,338,434,0,0
-57.19,85.94,-700,551,-274,0
-55.31,95.69,-165,69,-36,0
-52.56,97.75,-121,733,56,0
-52.44,98.81,-148,660,-111,0
-61.56,90.25,88,609,-68,0
-57.63,94.44,-49,453,94,0
-57.13,86.69,864,329,-63,0
-55.5,104.06,197,419,0,0
-47.5,104.19,-309,341,127,0
-56.69,113.25,-902,-58,-162,0
-58.88,92.69,462,367,140,0
-57.5,106.25,-849,558,769,0
-57.88,106.44,-822,367,0,0
-54,108.94,-159,763,108,0
-50.75,106.75,-393,468,-288,0
-62.44,97.5,-11,845,-132,0
-58.38,100,177,475,367,0
-57.31,93.19,855,39,130,0
-57.13,103.19,339,559,23,0
-49.63,104.62,-222,422,148,0
-57.94,113.06,-765,-65,-152,0
-58.88,91,484,15,193,0
-57.31,105.06,-1145,384,952,0
-56.56,103.56,-839,444,-78,0
-54.25,103.87,-123,571,90,0
-50.69,101.31,-575,445,-173,0
-62.19,89.94,-126,907,-200,0
-58.13,91.06,210,515,296,0
-57.88,93.25,27,-181,265,0
-56.81,101.12,445,293,-23,0
-51.94,100.75,-275,553,63,0
-57.75,104.94,-692,129,-39,0
-60.31,88.94,282,292,96,0
-58.25,103.75,-685,493,-250,0
-59.06,89.87,207,673,-62,0
-54.88,107.81,-473,569,8,0
-49.56,104.25,-401,707,35,0
-61.06,102,-148,553,164,0
-59.13,91.37,330,505,279,0
-58.81,99.69,-1027,-256,-677,0
-56.56,106.87,-163,-168,-31,0
-53.56,101.44,70,733,175,0
-55.31,103.69,-51,423,-7,0
-61.81,93.06,24,380,0,0
-58.25,99.69,-437,449,371,0
-58.38,88,715,438,-139,0
-57.31,102.94,15,609,-54,0
-50.81,101.69,-341,474,7,0
-59.5,109.81,-812,-89,-265,0
-58.88,87.25,423,248,64,0
-58,101.12,-655,572,805,0
-57.38,99,-460,717,-343,0
-54.63,104.31,-164,682,97,0
-49.75,104.44,-595,519,-192,0
-62.38,98.37,-64,621,-124,0
-59.38,93.12,191,618,471,0
-58.56,99.31,-243,-313,146,0
-57.94,105.56,195,421,-25,0
-51.94,103,-255,461,51,0
-59.63,108.19,-716,23,-45,0
-59.81,86.69,383,231,100,0
-59.13,97.94,-357,712,804,0
-58.31,100.12,-742,79,-274,0
-55.31,100.25,-52,733,100,0
-52.63,100.37,-335,430,-406,0
-63.5,87.81,57,908,-158,0
-58.38,95.87,-34,398,-36,0
-57.69,87.56,968,254,-103,0
-57.69,100.87,158,646,-11,0
-51.13,101.87,-211,444,110,0
-60.13,110.62,-701,-105,-184,0
-59.63,87.75,479,63,109,0
-58.44,104.44,-1007,391,528,0
-58.75,98.5,-361,687,-447,0
-56.06,105.56,-273,691,47,0
-51.25,102.37,-484,453,36,0
-63.88,95.44,-120,694,-58,0
-60.06,88.12,364,483,379,0
-58.69,90.5,-328,-246,232,0
-57.44,98.25,611,161,8,0
-53.81,100.56,-298,683,146,0
-58.44,103.5,-138,490,-108,0
-62.44,87.56,194,275,107,0
-58.94,99,-632,442,126,0
-58.75,84.56,562,532,-19,0
-57.44,103.87,-234,663,-19,0
-51.56,101.87,-256,510,77,0
-61.63,108.94,-385,101,43,0
-60.94,85.5,537,232,49,0
-61.06,95.87,-336,727,176,0
-58.31,103,-538,-72,-82,0
-55.56,100.69,81,577,121,0
-54.06,98.44,-278,487,-393,0
-64.06,88,-243,849,-185,0
-59.81,91.25,152,501,209,0
-58.31,88.25,836,-179,272,0
-58.75,96.5,454,500,-15,0
-51.81,101.94,-284,561,112,0
-60.44,105.56,-993,-117,-194,0
-61.19,83.37,377,256,39,0
-59.63,99.44,-1005,238,458,0
-58.94,96.44,-422,428,-294,0
-57.13,102.31,11,378,103,0
-53.5,101,-494,528,-30,0
-64.06,91.81,-162,740,-203,0
-60.19,86.69,295,533,261,0
-60.44,91.81,-838,11,-290,0
-58.88,98.25,396,188,-12,0
-54.38,98.56,-145,641,98,0
-59,102.06,-137,476,-113,0
-63.75,90,78,176,31,0
-60.81,98.69,-548,368,-36,0
-59.56,87.19,568,203,-36,0
-59.25,103.25,-75,636,38,0
-52.94,102.62,-283,446,25,0
-62.56,107.06,-576,2,-195,0
-61.56,83.44,377,337,45,0
-60.75,97.62,-791,281,616,0
-59.81,97.12,-628,448,-186,0
-57.69,102,82,484,100,0
-52.94,99.44,-515,546,26,0
-64.37,94,-158,628,-97,0
-61.13,87.69,419,533,278,0
-60.19,96.06,-763,-288,-373,0
-58.13,100.12,507,45,-66,0
-53.81,100.37,-315,746,175,0
-59.38,104,-598,282,-53,0
-60.63,83.69,229,264,53,0
-60,95.81,-689,417,-127,0
-60.38,83.75,120,586,-264,0
-58.25,100.62,-417,545,-29,0
-52.94,97,-334,647,33,0
-63.44,92.12,57,689,50,0
-60.63,84.12,351,482,126,0
-61.38,91.62,-1078,546,-663,0
-59.44,97.5,263,-121,-3,0
-55.44,98.87,132,623,126,0
-59.44,103.19,-172,275,-76,0
-63.81,86.5,122,384,-59,0
-60.88,97.12,-489,391,299,0
-61.13,85.37,553,260,-125,0
-60.69,100.69,-310,709,-32,0
-54.75,98.12,-249,432,31,0
-64.25,99.69,-318,54,-108,0
-61.5,76.75,389,232,37,0
-62.06,86.44,-730,277,438,0
-59.94,86.37,-240,270,-148,0
-59.44,91.69,-2,532,-11,0
-56.31,91.87,-381,505,-102,0
-65.69,79.75,-107,541,-66,0
-60.5,75.87,500,571,142,0
-61.5,84,-658,432,-287,0
-59.75,94,-683,-75,-327,0
-57.56,89.44,-114,805,9,0
-60.63,91.19,-556,99,-227,0
-63,75.56,199,116,-82,0
-60.13,86.25,-561,249,-168,0
-58.63,90.87,-527,340,-269,0
-58.06,92.69,0,568,-31,0
-54.13,92.44,-492,488,-369,0
-64.62,81.62,-309,890,-304,0
-59.63,80.19,295,585,216,0
-58.56,83.12,90,-42,324,0
-58.88,95.44,484,301,22,0
-53.19,101.25,-275,363,79,0
-61.44,109.19,-1105,-82,-194,0
-63.44,81.5,419,187,4,0
-61.69,99.37,-658,459,-14,0
-61,90.75,40,404,-591,0
-59.56,98.44,9,439,75,0
-57.63,92.37,-334,563,136,0
-63.31,73.06,-268,272,213,0
-63.81,78.62,376,276,162,0
-64.06,85.69,-693,476,107,0
-60.38,103.62,-126,150,-3,0
-56.63,106.25,-51,688,111,0
-55.13,105,-355,506,-127,0
-64.37,102.5,-169,433,-87,0
-63.44,91.75,161,459,91,0
-62.31,90.81,937,213,123,0
-60.88,105.81,219,239,33,0
-53.75,105.94,-246,454,125,0
-61.44,113.25,-789,79,1,0
-64.12,92.75,363,106,96,0
-60.81,112.94,-827,206,280,0
-62.81,98.75,-11,461,-233,0
-57.81,110.62,-111,329,106,0
-56.94,104.87,-65,45,61,0
-63.06,89.94,30,244,179,0
-61.25,107.37,-441,295,-105,0
-61.94,92.37,-15,572,-317,0
-60.5,100.75,-199,942,-32,0
-55.06,96.75,-327,674,-72,0
-67.62,74.81,335,877,-6,0
-61.25,80.5,332,529,-89,0
-60,75.87,682,512,-244,0
-61.19,95.75,74,477,-54,0
-54.06,99.69,-324,533,-22,0
-64.69,101,-350,142,6,0
-61.31,78.81,548,217,12,0
-62.5,86.81,-659,721,89,0
-60.25,93.62,-281,-24,-169,0
-58.31,97.5,26,615,76,0
-58.06,96.81,-84,534,-122,0
-67.12,78.62,100,869,-147,0
-61.56,84.62,33,405,-61,0
-58.75,73.62,1268,72,-260,0
-61,87.31,270,330,-115,0
-55,94.87,-259,394,51,0
-65.31,100.31,-633,-43,-271,0
-63.25,73.37,422,192,22,0
-62.44,89.94,-1295,-8,619,0
-61,94.12,-563,21,-170,0
-60.13,93.62,241,396,58,0
-58.06,91.62,-284,414,-492,0
-67.5,70.75,-89,926,-257,0
-61.19,75.62,100,524,54,0
-59,71.87,555,-58,-3,0
-61.13,83.75,334,340,-92,0
-56.13,89.12,-162,358,10,0
-65.12,91.87,-643,120,-325,0
-62.19,68.56,477,197,-63,0
-62.31,87.06,-924,210,710,0
-60.88,86.94,-334,53,-228,0
-59.88,91.87,3,613,-9,0
-57.69,91.94,-265,425,-469,0
-67.56,77.12,-72,749,-229,0
-61.94,85.5,63,340,-99,0
-60.63,85.75,320,38,-181,0
-63.38,92.06,109,665,-74,0
-57.44,92.69,-487,791,-391,0
-66.75,82.31,-87,409,-217,0
-60.63,68.56,379,598,-57,0
-61.25,77.19,-517,677,-68,0
-59.25,90.81,-220,-89,-148,0
-57.94,94.5,56,658,58,0
-56.88,95.69,-137,531,-290,0
-66.12,78.06,-139,918,-243,0
-60.94,82.25,-64,522,-79,0
-59.25,74.94,1053,137,-195,0
-60.88,90.94,172,447,-119,0
-55.06,97.06,-179,263,-7,0
-63.88,105.37,-1038,-186,-281,0
-62.25,77.75,392,157,-30,0
-61.63,97,-1059,69,220,0
-61.63,89.81,-135,701,-459,0
-60.31,101.5,-213,392,-6,0
-54.75,98.5,-388,535,25,0
-66.94,86.5,-75,592,88,0
-61.13,76.25,467,446,112,0
